Invoice,InvoiceDate,StockCode,Quantity,Price,TotalPrice,Customer ID
548158,2011-03-29 13:28:00,22443,3,7.95,23.85,15906
548158,2011-03-29 13:28:00,85152,3,2.1,6.3,15906
548158,2011-03-29 13:28:00,22115,1,2.95,2.95,15906
548158,2011-03-29 13:28:00,21908,1,2.1,2.1,15906
548159,2011-03-29 13:32:00,22699,4,2.95,11.8,15906
548159,2011-03-29 13:32:00,22697,4,2.95,11.8,15906
548159,2011-03-29 13:32:00,22698,4,2.95,11.8,15906
548159,2011-03-29 13:32:00,22636,4,8.5,34.0,15906
548319,2011-03-30 12:48:00,22843,2,6.75,13.5,14180
548319,2011-03-30 12:48:00,22848,1,16.95,16.95,14180
548319,2011-03-30 12:48:00,21754,3,5.95,17.85,14180
548319,2011-03-30 12:48:00,22120,3,9.95,29.85,14180
548319,2011-03-30 12:48:00,22180,1,9.95,9.95,14180
548319,2011-03-30 12:48:00,22168,2,8.5,17.0,14180
548319,2011-03-30 12:48:00,22487,1,9.95,9.95,14180
548319,2011-03-30 12:48:00,84968F,1,12.75,12.75,14180
548319,2011-03-30 12:48:00,84968A,2,12.75,25.5,14180
548319,2011-03-30 12:48:00,85159A,12,1.95,23.4,14180
548319,2011-03-30 12:48:00,84968E,1,12.75,12.75,14180
548319,2011-03-30 12:48:00,22425,3,4.95,14.85,14180
548319,2011-03-30 12:48:00,21843,1,10.95,10.95,14180
548319,2011-03-30 12:48:00,22072,4,3.75,15.0,14180
548319,2011-03-30 12:48:00,21781,1,14.95,14.95,14180
548400,2011-03-30 17:33:00,21034,1,0.95,0.95,17400
548400,2011-03-30 17:33:00,21899,6,0.65,3.9,17400
548400,2011-03-30 17:33:00,21902,6,0.65,3.9,17400
548400,2011-03-30 17:33:00,21901,6,0.65,3.9,17400
548400,2011-03-30 17:33:00,21900,7,0.65,4.55,17400
548400,2011-03-30 17:33:00,85123A,3,2.95,8.85,17400
548400,2011-03-30 17:33:00,82580,5,0.55,2.75,17400
548400,2011-03-30 17:33:00,22491,1,0.85,0.85,17400
548400,2011-03-30 17:33:00,82578,3,0.55,1.65,17400
548400,2011-03-30 17:33:00,82581,3,0.55,1.65,17400
548400,2011-03-30 17:33:00,22759,6,1.65,9.9,17400
548400,2011-03-30 17:33:00,22988,12,1.25,15.0,17400
548400,2011-03-30 17:33:00,22636,2,8.5,17.0,17400
548400,2011-03-30 17:33:00,20758,2,0.85,1.7,17400
548400,2011-03-30 17:33:00,23183,3,3.75,11.25,17400
548400,2011-03-30 17:33:00,23184,3,4.95,14.85,17400
548400,2011-03-30 17:33:00,23077,48,1.25,60.0,17400
548400,2011-03-30 17:33:00,85141,1,3.95,3.95,17400
548400,2011-03-30 17:33:00,22119,2,6.95,13.9,17400
548400,2011-03-30 17:33:00,20770,3,2.55,7.65,17400
548400,2011-03-30 17:33:00,21992,3,2.95,8.85,17400
548400,2011-03-30 17:33:00,22191,1,8.5,8.5,17400
548400,2011-03-30 17:33:00,22192,1,8.5,8.5,17400
548400,2011-03-30 17:33:00,22758,3,1.25,3.75,17400
548400,2011-03-30 17:33:00,20829,3,2.1,6.3,17400
548400,2011-03-30 17:33:00,21637,18,1.25,22.5,17400
548400,2011-03-30 17:33:00,21616,3,3.75,11.25,17400
548400,2011-03-30 17:33:00,22757,3,1.25,3.75,17400
548400,2011-03-30 17:33:00,84997B,2,4.15,8.3,17400
548400,2011-03-30 17:33:00,23078,24,1.25,30.0,17400
548400,2011-03-30 17:33:00,85144,1,1.95,1.95,17400
548400,2011-03-30 17:33:00,20802,6,1.65,9.9,17400
548400,2011-03-30 17:33:00,72741,9,1.45,13.05,17400
548400,2011-03-30 17:33:00,22301,6,2.55,15.3,17400
548400,2011-03-30 17:33:00,21688,6,2.95,17.7,17400
548400,2011-03-30 17:33:00,22740,4,0.85,3.4,17400
548400,2011-03-30 17:33:00,22991,3,1.95,5.85,17400
548400,2011-03-30 17:33:00,22560,3,1.25,3.75,17400
548400,2011-03-30 17:33:00,22561,3,1.65,4.95,17400
548400,2011-03-30 17:33:00,84969,2,4.25,8.5,17400
548400,2011-03-30 17:33:00,21609,3,2.95,8.85,17400
548400,2011-03-30 17:33:00,21620,3,3.75,11.25,17400
548400,2011-03-30 17:33:00,82494L,2,2.95,5.9,17400
548400,2011-03-30 17:33:00,21781,1,14.95,14.95,17400
548400,2011-03-30 17:33:00,21735,2,12.75,25.5,17400
548400,2011-03-30 17:33:00,21340,2,12.75,25.5,17400
548400,2011-03-30 17:33:00,22443,3,7.95,23.85,17400
548400,2011-03-30 17:33:00,22693,24,1.25,30.0,17400
548400,2011-03-30 17:33:00,21622,3,4.95,14.85,17400
548400,2011-03-30 17:33:00,48184,2,7.95,15.9,17400
548400,2011-03-30 17:33:00,48194,2,7.95,15.9,17400
548400,2011-03-30 17:33:00,21523,2,7.95,15.9,17400
548400,2011-03-30 17:33:00,48116,2,7.95,15.9,17400
548400,2011-03-30 17:33:00,48173C,2,7.95,15.9,17400
548498,2011-03-31 13:46:00,22659,12,1.95,23.4,16681
548498,2011-03-31 13:46:00,22900,24,2.95,70.8,16681
548498,2011-03-31 13:46:00,22971,6,2.55,15.3,16681
548498,2011-03-31 13:46:00,22970,12,2.55,30.6,16681
548498,2011-03-31 13:46:00,22660,2,7.95,15.9,16681
548498,2011-03-31 13:46:00,22616,48,0.29,13.92,16681
548498,2011-03-31 13:46:00,22713,24,0.42,10.08,16681
548498,2011-03-31 13:46:00,22085,12,2.95,35.4,16681
548498,2011-03-31 13:46:00,22069,12,1.65,19.8,16681
548498,2011-03-31 13:46:00,21224,20,1.25,25.0,16681
548498,2011-03-31 13:46:00,21544,24,0.85,20.4,16681
548498,2011-03-31 13:46:00,22047,50,0.42,21.0,16681
548530,2011-03-31 17:06:00,22957,2,2.95,5.9,17400
548530,2011-03-31 17:06:00,22967,2,2.95,5.9,17400
548636,2011-04-01 12:29:00,23156,12,2.08,24.96,15601
548636,2011-04-01 12:29:00,23159,12,2.08,24.96,15601
548636,2011-04-01 12:29:00,21232,12,1.25,15.0,15601
548636,2011-04-01 12:29:00,21754,3,5.95,17.85,15601
548636,2011-04-01 12:29:00,22026,12,0.42,5.04,15601
548636,2011-04-01 12:29:00,21506,12,0.42,5.04,15601
548636,2011-04-01 12:29:00,21509,12,0.42,5.04,15601
548636,2011-04-01 12:29:00,21507,12,0.42,5.04,15601
548636,2011-04-01 12:29:00,21519,12,0.42,5.04,15601
548636,2011-04-01 12:29:00,22025,12,0.42,5.04,15601
548636,2011-04-01 12:29:00,22027,12,0.42,5.04,15601
548636,2011-04-01 12:29:00,22035,12,0.42,5.04,15601
548636,2011-04-01 12:29:00,21508,12,0.42,5.04,15601
548636,2011-04-01 12:29:00,22714,12,0.42,5.04,15601
548636,2011-04-01 12:29:00,22717,12,0.42,5.04,15601
548636,2011-04-01 12:29:00,22028,12,0.42,5.04,15601
548636,2011-04-01 12:29:00,22766,8,2.95,23.6,15601
548636,2011-04-01 12:29:00,22500,4,4.95,19.8,15601
548636,2011-04-01 12:29:00,22497,4,4.25,17.0,15601
548636,2011-04-01 12:29:00,85123A,12,2.95,35.4,15601
548636,2011-04-01 12:29:00,82483,4,6.95,27.8,15601
548666,2011-04-01 14:58:00,22363,3,2.95,8.85,13124
548666,2011-04-01 14:58:00,22364,3,2.95,8.85,13124
548666,2011-04-01 14:58:00,22361,3,2.95,8.85,13124
548666,2011-04-01 14:58:00,22584,6,2.55,15.3,13124
548666,2011-04-01 14:58:00,22629,6,1.95,11.7,13124
548666,2011-04-01 14:58:00,22630,6,1.95,11.7,13124
548666,2011-04-01 14:58:00,23193,3,2.25,6.75,13124
548666,2011-04-01 14:58:00,23176,3,2.25,6.75,13124
548666,2011-04-01 14:58:00,23194,3,2.25,6.75,13124
548666,2011-04-01 14:58:00,22842,3,6.75,20.25,13124
548666,2011-04-01 14:58:00,22843,3,6.75,20.25,13124
548666,2011-04-01 14:58:00,23177,3,2.25,6.75,13124
548666,2011-04-01 14:58:00,22841,3,7.95,23.85,13124
548666,2011-04-01 14:58:00,22840,3,7.95,23.85,13124
548666,2011-04-01 14:58:00,21498,25,0.42,10.5,13124
548666,2011-04-01 14:58:00,22634,2,9.95,19.9,13124
548666,2011-04-01 14:58:00,22423,1,12.75,12.75,13124
548666,2011-04-01 14:58:00,84879,24,1.69,40.56,13124
548666,2011-04-01 14:58:00,22375,1,4.25,4.25,13124
548666,2011-04-01 14:58:00,22371,1,4.25,4.25,13124
548666,2011-04-01 14:58:00,22372,2,4.25,8.5,13124
548666,2011-04-01 14:58:00,84821,24,0.85,20.4,13124
548666,2011-04-01 14:58:00,47343A,14,1.49,20.86,13124
548666,2011-04-01 14:58:00,22411,10,2.08,20.8,13124
548666,2011-04-01 14:58:00,84970L,12,0.95,11.4,13124
548666,2011-04-01 14:58:00,22178,6,1.25,7.5,13124
548666,2011-04-01 14:58:00,47344B,14,1.25,17.5,13124
548666,2011-04-01 14:58:00,35649,6,3.35,20.1,13124
548666,2011-04-01 14:58:00,35648,8,2.95,23.6,13124
548666,2011-04-01 14:58:00,90062,9,12.75,114.75,13124
548666,2011-04-01 14:58:00,22501,1,9.95,9.95,13124
548666,2011-04-01 14:58:00,22502,3,5.95,17.85,13124
548666,2011-04-01 14:58:00,22715,12,0.42,5.04,13124
548666,2011-04-01 14:58:00,85183B,1,3.75,3.75,13124
548666,2011-04-01 14:58:00,35920,13,1.25,16.25,13124
548666,2011-04-01 14:58:00,22860,6,1.65,9.9,13124
548666,2011-04-01 14:58:00,51014C,24,0.85,20.4,13124
548666,2011-04-01 14:58:00,84927E,4,2.1,8.4,13124
548666,2011-04-01 14:58:00,21908,1,2.1,2.1,13124
548666,2011-04-01 14:58:00,21770,2,4.95,9.9,13124
548666,2011-04-01 14:58:00,21164,3,2.95,8.85,13124
548666,2011-04-01 14:58:00,85150,12,2.55,30.6,13124
548666,2011-04-01 14:58:00,22194,1,8.5,8.5,13124
548666,2011-04-01 14:58:00,22193,1,8.5,8.5,13124
548666,2011-04-01 14:58:00,22859,6,1.65,9.9,13124
548666,2011-04-01 14:58:00,22858,18,1.65,29.7,13124
548666,2011-04-01 14:58:00,21172,15,1.45,21.75,13124
548666,2011-04-01 14:58:00,85186C,24,0.42,10.08,13124
548666,2011-04-01 14:58:00,22293,24,1.45,34.8,13124
548666,2011-04-01 14:58:00,22291,24,1.45,34.8,13124
548666,2011-04-01 14:58:00,22292,24,1.45,34.8,13124
548666,2011-04-01 14:58:00,22861,12,1.65,19.8,13124
548666,2011-04-01 14:58:00,21981,12,0.29,3.48,13124
548666,2011-04-01 14:58:00,21982,12,0.29,3.48,13124
548666,2011-04-01 14:58:00,21980,12,0.29,3.48,13124
548666,2011-04-01 14:58:00,84457,12,0.85,10.2,13124
548666,2011-04-01 14:58:00,22399,3,1.25,3.75,13124
548666,2011-04-01 14:58:00,22396,3,1.25,3.75,13124
548666,2011-04-01 14:58:00,22400,2,1.25,2.5,13124
548666,2011-04-01 14:58:00,22398,3,1.25,3.75,13124
548666,2011-04-01 14:58:00,84925F,6,2.55,15.3,13124
548666,2011-04-01 14:58:00,21058,12,0.85,10.2,13124
548666,2011-04-01 14:58:00,21059,12,0.85,10.2,13124
548666,2011-04-01 14:58:00,22824,1,35.95,35.95,13124
548666,2011-04-01 14:58:00,40016,36,0.42,15.12,13124
548666,2011-04-01 14:58:00,79321,5,5.75,28.75,13124
548666,2011-04-01 14:58:00,22957,10,2.95,29.5,13124
548666,2011-04-01 14:58:00,22087,6,2.95,17.7,13124
548666,2011-04-01 14:58:00,20751,4,2.1,8.4,13124
548666,2011-04-01 14:58:00,22295,10,1.65,16.5,13124
548666,2011-04-01 14:58:00,22296,6,1.65,9.9,13124
548666,2011-04-01 14:58:00,84927F,6,2.1,12.6,13124
548666,2011-04-01 14:58:00,21843,1,10.95,10.95,13124
548666,2011-04-01 14:58:00,85184C,3,2.95,8.85,13124
548666,2011-04-01 14:58:00,22949,6,1.45,8.7,13124
548666,2011-04-01 14:58:00,84987,6,1.45,8.7,13124
548666,2011-04-01 14:58:00,22416,4,1.45,5.8,13124
548666,2011-04-01 14:58:00,21973,4,1.45,5.8,13124
548666,2011-04-01 14:58:00,22212,24,2.1,50.4,13124
548700,2011-04-03 11:11:00,37449,1,9.95,9.95,13623
548700,2011-04-03 11:11:00,22582,1,2.55,2.55,13623
548700,2011-04-03 11:11:00,23002,1,0.42,0.42,13623
548700,2011-04-03 11:11:00,22998,1,0.42,0.42,13623
548700,2011-04-03 11:11:00,22981,1,1.45,1.45,13623
548700,2011-04-03 11:11:00,22267,1,1.25,1.25,13623
548700,2011-04-03 11:11:00,22989,1,3.25,3.25,13623
548700,2011-04-03 11:11:00,23054,1,8.25,8.25,13623
548700,2011-04-03 11:11:00,22796,1,9.95,9.95,13623
548700,2011-04-03 11:11:00,22461,10,10.95,109.5,13623
548702,2011-04-03 11:36:00,22487,1,9.95,9.95,17085
548702,2011-04-03 11:36:00,23076,24,1.25,30.0,17085
548702,2011-04-03 11:36:00,23077,40,1.25,50.0,17085
548702,2011-04-03 11:36:00,85150,3,2.55,7.65,17085
548702,2011-04-03 11:36:00,82600,3,2.1,6.3,17085
548702,2011-04-03 11:36:00,82599,3,2.1,6.3,17085
548702,2011-04-03 11:36:00,85152,3,2.1,6.3,17085
548702,2011-04-03 11:36:00,82583,3,2.1,6.3,17085
548702,2011-04-03 11:36:00,21165,3,1.69,5.07,17085
548702,2011-04-03 11:36:00,21175,3,2.55,7.65,17085
548702,2011-04-03 11:36:00,21174,2,2.08,4.16,17085
548702,2011-04-03 11:36:00,22413,3,2.95,8.85,17085
548702,2011-04-03 11:36:00,22412,3,2.1,6.3,17085
548702,2011-04-03 11:36:00,21169,3,1.69,5.07,17085
548702,2011-04-03 11:36:00,21908,3,2.1,6.3,17085
548702,2011-04-03 11:36:00,21907,2,2.1,4.2,17085
548702,2011-04-03 11:36:00,21181,5,2.1,10.5,17085
548702,2011-04-03 11:36:00,21903,3,2.1,6.3,17085
548702,2011-04-03 11:36:00,21770,1,4.95,4.95,17085
548702,2011-04-03 11:36:00,51020B,10,0.29,2.9,17085
548702,2011-04-03 11:36:00,51020A,10,0.29,2.9,17085
548702,2011-04-03 11:36:00,22457,2,2.95,5.9,17085
548702,2011-04-03 11:36:00,22855,5,1.25,6.25,17085
548702,2011-04-03 11:36:00,22694,3,2.1,6.3,17085
548702,2011-04-03 11:36:00,22804,5,2.95,14.75,17085
548702,2011-04-03 11:36:00,10002,4,0.85,3.4,17085
548702,2011-04-03 11:36:00,37449,1,9.95,9.95,17085
549055,2011-04-06 10:33:00,85123A,12,2.95,35.4,13515
549055,2011-04-06 10:33:00,48194,2,7.95,15.9,13515
549055,2011-04-06 10:33:00,21770,2,4.95,9.9,13515
549055,2011-04-06 10:33:00,22851,12,0.85,10.2,13515
549055,2011-04-06 10:33:00,84991,24,0.55,13.2,13515
549055,2011-04-06 10:33:00,21212,24,0.55,13.2,13515
549055,2011-04-06 10:33:00,22908,12,0.85,10.2,13515
549055,2011-04-06 10:33:00,22413,6,2.95,17.7,13515
549055,2011-04-06 10:33:00,22366,2,7.95,15.9,13515
549055,2011-04-06 10:33:00,21900,24,0.65,15.6,13515
549055,2011-04-06 10:33:00,21901,24,0.65,15.6,13515
549055,2011-04-06 10:33:00,21899,24,0.65,15.6,13515
549055,2011-04-06 10:33:00,22673,12,1.25,15.0,13515
549251,2011-04-07 12:16:00,85030,2,1.95,3.9,14449
549251,2011-04-07 12:16:00,84750B,4,0.39,1.56,14449
549251,2011-04-07 12:16:00,21318,6,0.39,2.34,14449
549251,2011-04-07 12:16:00,22197,4,0.85,3.4,14449
549251,2011-04-07 12:16:00,21089,3,0.19,0.57,14449
549251,2011-04-07 12:16:00,21088,2,0.19,0.38,14449
549251,2011-04-07 12:16:00,21087,1,0.19,0.19,14449
549251,2011-04-07 12:16:00,84279B,1,3.75,3.75,14449
549251,2011-04-07 12:16:00,84519B,2,1.25,2.5,14449
549251,2011-04-07 12:16:00,21096,2,0.39,0.78,14449
549251,2011-04-07 12:16:00,84760S,4,1.45,5.8,14449
549251,2011-04-07 12:16:00,84951A,2,0.79,1.58,14449
549251,2011-04-07 12:16:00,84951B,3,0.79,2.37,14449
549251,2011-04-07 12:16:00,85144,1,1.95,1.95,14449
549251,2011-04-07 12:16:00,22855,12,1.25,15.0,14449
549251,2011-04-07 12:16:00,84033,2,1.65,3.3,14449
549251,2011-04-07 12:16:00,21394,6,0.39,2.34,14449
549251,2011-04-07 12:16:00,84836,4,1.25,5.0,14449
549251,2011-04-07 12:16:00,84596F,2,0.42,0.84,14449
549251,2011-04-07 12:16:00,84596B,2,0.42,0.84,14449
549251,2011-04-07 12:16:00,84596L,2,0.42,0.84,14449
549251,2011-04-07 12:16:00,23182,2,0.83,1.66,14449
549251,2011-04-07 12:16:00,84531B,2,0.39,0.78,14449
549251,2011-04-07 12:16:00,84531A,2,0.39,0.78,14449
549251,2011-04-07 12:16:00,85194L,4,0.85,3.4,14449
549251,2011-04-07 12:16:00,22335,5,0.65,3.25,14449
549251,2011-04-07 12:16:00,21212,1,0.55,0.55,14449
549251,2011-04-07 12:16:00,85202,5,0.42,2.1,14449
549251,2011-04-07 12:16:00,85203,5,0.42,2.1,14449
549251,2011-04-07 12:16:00,22297,24,1.25,30.0,14449
549251,2011-04-07 12:16:00,84970S,12,0.85,10.2,14449
549251,2011-04-07 12:16:00,21591,1,1.25,1.25,14449
549251,2011-04-07 12:16:00,21171,1,1.45,1.45,14449
549251,2011-04-07 12:16:00,21172,1,1.45,1.45,14449
549251,2011-04-07 12:16:00,21043,3,1.95,5.85,14449
549251,2011-04-07 12:16:00,21038,3,0.79,2.37,14449
549251,2011-04-07 12:16:00,22602,4,0.85,3.4,14449
549251,2011-04-07 12:16:00,21975,1,0.55,0.55,14449
549251,2011-04-07 12:16:00,22417,1,0.55,0.55,14449
549251,2011-04-07 12:16:00,22326,1,2.95,2.95,14449
549251,2011-04-07 12:16:00,22327,1,2.95,2.95,14449
549251,2011-04-07 12:16:00,85093,10,0.39,3.9,14449
549251,2011-04-07 12:16:00,85094,5,0.19,0.95,14449
549251,2011-04-07 12:16:00,85132B,2,1.95,3.9,14449
549251,2011-04-07 12:16:00,85132C,2,1.95,3.9,14449
549251,2011-04-07 12:16:00,22138,1,4.95,4.95,14449
549251,2011-04-07 12:16:00,21878,2,0.85,1.7,14449
549251,2011-04-07 12:16:00,22296,4,1.65,6.6,14449
549251,2011-04-07 12:16:00,22382,2,1.65,3.3,14449
549251,2011-04-07 12:16:00,22383,3,1.65,4.95,14449
549251,2011-04-07 12:16:00,85132A,1,1.95,1.95,14449
549251,2011-04-07 12:16:00,84978,6,1.25,7.5,14449
549251,2011-04-07 12:16:00,22967,1,2.95,2.95,14449
549251,2011-04-07 12:16:00,22565,4,0.85,3.4,14449
549251,2011-04-07 12:16:00,22147,2,1.45,2.9,14449
549263,2011-04-07 12:39:00,22842,2,6.75,13.5,15800
549263,2011-04-07 12:39:00,22840,2,7.95,15.9,15800
549263,2011-04-07 12:39:00,22722,4,3.95,15.8,15800
549263,2011-04-07 12:39:00,22754,12,0.85,10.2,15800
549263,2011-04-07 12:39:00,23176,8,2.25,18.0,15800
549263,2011-04-07 12:39:00,23076,24,1.25,30.0,15800
549263,2011-04-07 12:39:00,23077,20,1.25,25.0,15800
549263,2011-04-07 12:39:00,22845,2,6.35,12.7,15800
549263,2011-04-07 12:39:00,22844,2,8.5,17.0,15800
549263,2011-04-07 12:39:00,85066,2,12.75,25.5,15800
549263,2011-04-07 12:39:00,22468,2,6.75,13.5,15800
549263,2011-04-07 12:39:00,47566,4,4.95,19.8,15800
549263,2011-04-07 12:39:00,22969,12,1.45,17.4,15800
549263,2011-04-07 12:39:00,22907,12,0.85,10.2,15800
549292,2011-04-07 19:10:00,46000M,2,1.55,3.1,17869
549292,2011-04-07 19:10:00,22770,1,14.95,14.95,17869
549292,2011-04-07 19:10:00,22781,1,7.65,7.65,17869
549292,2011-04-07 19:10:00,21845,6,0.79,4.74,17869
549292,2011-04-07 19:10:00,22847,1,16.95,16.95,17869
549292,2011-04-07 19:10:00,47590B,1,5.45,5.45,17869
549292,2011-04-07 19:10:00,47590A,1,5.45,5.45,17869
549292,2011-04-07 19:10:00,22499,1,5.95,5.95,17869
549292,2011-04-07 19:10:00,21622,2,4.95,9.9,17869
549292,2011-04-07 19:10:00,22846,1,16.95,16.95,17869
549325,2011-04-08 10:32:00,23156,12,2.08,24.96,12717
549325,2011-04-08 10:32:00,23154,12,2.08,24.96,12717
549325,2011-04-08 10:32:00,23155,12,0.83,9.96,12717
549325,2011-04-08 10:32:00,23159,12,2.08,24.96,12717
549325,2011-04-08 10:32:00,22969,12,1.45,17.4,12717
549325,2011-04-08 10:32:00,22803,1,39.95,39.95,12717
549325,2011-04-08 10:32:00,21670,12,1.25,15.0,12717
549325,2011-04-08 10:32:00,21669,12,1.25,15.0,12717
549325,2011-04-08 10:32:00,22771,12,1.25,15.0,12717
549325,2011-04-08 10:32:00,22169,2,8.5,17.0,12717
549325,2011-04-08 10:32:00,22766,8,2.95,23.6,12717
549325,2011-04-08 10:32:00,22317,6,2.95,17.7,12717
549325,2011-04-08 10:32:00,21391,6,2.1,12.6,12717
549325,2011-04-08 10:32:00,21114,10,1.25,12.5,12717
549325,2011-04-08 10:32:00,22730,4,3.75,15.0,12717
549325,2011-04-08 10:32:00,22727,4,3.75,15.0,12717
549325,2011-04-08 10:32:00,21700,12,0.85,10.2,12717
549325,2011-04-08 10:32:00,22922,12,0.85,10.2,12717
549325,2011-04-08 10:32:00,21107,6,2.95,17.7,12717
549325,2011-04-08 10:32:00,84836,12,1.25,15.0,12717
549325,2011-04-08 10:32:00,21673,12,1.25,15.0,12717
549325,2011-04-08 10:32:00,22773,12,1.25,15.0,12717
549325,2011-04-08 10:32:00,22831,6,2.95,17.7,12717
549325,2011-04-08 10:32:00,21110,2,6.75,13.5,12717
549325,2011-04-08 10:32:00,22410,12,1.25,15.0,12717
549325,2011-04-08 10:32:00,22409,12,1.25,15.0,12717
549325,2011-04-08 10:32:00,85053,6,2.1,12.6,12717
549325,2011-04-08 10:32:00,22427,3,5.95,17.85,12717
549325,2011-04-08 10:32:00,22644,12,1.45,17.4,12717
549325,2011-04-08 10:32:00,22497,4,4.25,17.0,12717
549325,2011-04-08 10:32:00,POST,2,50.0,100.0,12717
549938,2011-04-13 11:42:00,22087,160,2.55,408.0,13199
549965,2011-04-13 14:17:00,22491,60,0.85,51.0,16966
549965,2011-04-13 14:17:00,22489,36,0.42,15.12,16966
549965,2011-04-13 14:17:00,22561,48,1.65,79.2,16966
549965,2011-04-13 14:17:00,21892,60,1.25,75.0,16966
549965,2011-04-13 14:17:00,21703,60,0.42,25.2,16966
549965,2011-04-13 14:17:00,21890,24,3.25,78.0,16966
549965,2011-04-13 14:17:00,21891,24,1.45,34.8,16966
549965,2011-04-13 14:17:00,22560,48,1.06,50.88,16966
549967,2011-04-13 14:21:00,82600,48,1.85,88.8,17873
549967,2011-04-13 14:21:00,85150,48,2.1,100.8,17873
549967,2011-04-13 14:21:00,82582,48,2.1,100.8,17873
549967,2011-04-13 14:21:00,21166,48,1.85,88.8,17873
549967,2011-04-13 14:21:00,82552,24,1.45,34.8,17873
549967,2011-04-13 14:21:00,82551,24,1.45,34.8,17873
549967,2011-04-13 14:21:00,82578,25,0.55,13.75,17873
549967,2011-04-13 14:21:00,82581,25,0.55,13.75,17873
549967,2011-04-13 14:21:00,82580,25,0.55,13.75,17873
550157,2011-04-14 15:26:00,23208,6,1.65,9.9,16393
550157,2011-04-14 15:26:00,22384,2,1.65,3.3,16393
550157,2011-04-14 15:26:00,23206,6,1.65,9.9,16393
550157,2011-04-14 15:26:00,85099C,3,2.08,6.24,16393
550157,2011-04-14 15:26:00,23201,6,2.08,12.48,16393
550157,2011-04-14 15:26:00,23199,6,2.08,12.48,16393
550157,2011-04-14 15:26:00,22892,6,1.25,7.5,16393
550157,2011-04-14 15:26:00,20725,4,1.65,6.6,16393
550157,2011-04-14 15:26:00,21936,6,2.95,17.7,16393
550157,2011-04-14 15:26:00,20726,2,1.65,3.3,16393
550157,2011-04-14 15:26:00,23207,4,1.65,6.6,16393
550157,2011-04-14 15:26:00,84462,1,1.25,1.25,16393
550157,2011-04-14 15:26:00,22902,2,2.1,4.2,16393
550157,2011-04-14 15:26:00,85188A,1,0.85,0.85,16393
550157,2011-04-14 15:26:00,22241,2,1.25,2.5,16393
550157,2011-04-14 15:26:00,22979,2,1.45,2.9,16393
550157,2011-04-14 15:26:00,22371,4,4.25,17.0,16393
550157,2011-04-14 15:26:00,21034,2,0.95,1.9,16393
550328,2011-04-17 13:18:00,22616,6,0.29,1.74,17582
550328,2011-04-17 13:18:00,22084,1,2.95,2.95,17582
550328,2011-04-17 13:18:00,21080,2,0.85,1.7,17582
550328,2011-04-17 13:18:00,22997,3,0.42,1.26,17582
550328,2011-04-17 13:18:00,22996,3,0.42,1.26,17582
550328,2011-04-17 13:18:00,35961,1,0.85,0.85,17582
550328,2011-04-17 13:18:00,22858,1,1.65,1.65,17582
550328,2011-04-17 13:18:00,22091,1,1.25,1.25,17582
550328,2011-04-17 13:18:00,22207,1,4.25,4.25,17582
550328,2011-04-17 13:18:00,21922,1,7.95,7.95,17582
550328,2011-04-17 13:18:00,22693,48,1.25,60.0,17582
550328,2011-04-17 13:18:00,22055,2,1.65,3.3,17582
550328,2011-04-17 13:18:00,72801G,4,1.25,5.0,17582
550328,2011-04-17 13:18:00,37447,4,1.49,5.96,17582
550328,2011-04-17 13:18:00,84673A,1,0.65,0.65,17582
550328,2011-04-17 13:18:00,21592,1,1.25,1.25,17582
550328,2011-04-17 13:18:00,21986,12,0.29,3.48,17582
550328,2011-04-17 13:18:00,22063,2,2.95,5.9,17582
550328,2011-04-17 13:18:00,22059,4,1.49,5.96,17582
550328,2011-04-17 13:18:00,37446,3,1.45,4.35,17582
550328,2011-04-17 13:18:00,22358,1,2.95,2.95,17582
550328,2011-04-17 13:18:00,22851,3,0.85,2.55,17582
550328,2011-04-17 13:18:00,37500,3,4.95,14.85,17582
550328,2011-04-17 13:18:00,21232,1,1.25,1.25,17582
550328,2011-04-17 13:18:00,22649,2,4.95,9.9,17582
550328,2011-04-17 13:18:00,22057,4,1.49,5.96,17582
550328,2011-04-17 13:18:00,84192,6,1.25,7.5,17582
550328,2011-04-17 13:18:00,22841,1,7.95,7.95,17582
550487,2011-04-18 14:21:00,23184,4,4.95,19.8,18219
550487,2011-04-18 14:21:00,23075,4,4.15,16.6,18219
550487,2011-04-18 14:21:00,21754,6,5.95,35.7,18219
550487,2011-04-18 14:21:00,22705,25,0.42,10.5,18219
550487,2011-04-18 14:21:00,22704,25,0.42,10.5,18219
550487,2011-04-18 14:21:00,22904,6,2.95,17.7,18219
550487,2011-04-18 14:21:00,22413,6,2.95,17.7,18219
550487,2011-04-18 14:21:00,23182,24,0.83,19.92,18219
550487,2011-04-18 14:21:00,21745,4,3.75,15.0,18219
550487,2011-04-18 14:21:00,22432,6,1.95,11.7,18219
550487,2011-04-18 14:21:00,21012,12,2.1,25.2,18219
550492,2011-04-18 14:44:00,22424,1,12.75,12.75,14180
550492,2011-04-18 14:44:00,82484,2,7.95,15.9,14180
550492,2011-04-18 14:44:00,22430,4,4.95,19.8,14180
550492,2011-04-18 14:44:00,22427,3,5.95,17.85,14180
550492,2011-04-18 14:44:00,22429,4,4.25,17.0,14180
550492,2011-04-18 14:44:00,22282,2,12.75,25.5,14180
550492,2011-04-18 14:44:00,85159B,12,1.95,23.4,14180
550492,2011-04-18 14:44:00,21216,4,4.95,19.8,14180
